num_points_mean,num_points_std,mean_x_mean,mean_x_std,mean_y_mean,mean_y_std,mean_z_mean,mean_z_std,vel_mag_mean,vel_mag_max,vel_mag_std,acc_mag_mean,acc_mag_max,acc_mag_std,mean_doppler_mean,mean_doppler_std,mean_snr_mean,mean_snr_std,window_start_ms,window_end_ms,result
10.4,10.715809415465142,0.3404784361898054,0.6149893875058565,4.081369654984566,1.2002308154967622,-0.4384072869918702,0.8464170532803127,54.36150832522225,129.3474732930533,40.931906406174626,2728.452179312587,6729.587821758503,2237.85588440018,0.0706959191531746,0.34040404151909376,12.668770168601366,7.4660750914353935,1763108881823.5076,1763108882312.764,walk and stop
5.111111111111111,6.411794687223781,0.0008071966403878669,0.4288842653867273,3.7113531897733227,1.2202379570480235,-0.4188251261175195,1.1392006107428025,22.163369483685617,75.38688594267856,24.089029386817533,685.5729589521334,1567.2963592290719,475.5403446532352,0.051530371746695086,0.20019361139180614,9.244969490328522,4.558414346249329,1763108882367.7622,1763108882797.3262,walk and stop
19.0,18.587630295441105,0.1904088425765219,0.09051540767138748,3.3300847534525517,0.47070589220390646,0.06778705709491008,0.45876148123574745,9.897591478267483,33.58489565617953,9.945059244431384,268.1228217306738,455.3898595484947,157.78068677030546,0.1093653817341076,0.1586964727424247,19.718093813854782,10.591265054313086,1763108882860.424,1763108883296.603,walk and stop
3.0,1.0,-0.13594985972167986,0.4474346124958453,3.9367068102887584,1.3938705593794745,-0.6251130689312971,1.2837363206933725,29.826293349036153,84.83218091345259,32.42440598538854,1051.3548656696232,2179.598143739505,770.7104482973162,-0.229353709829512,0.3589405530712231,7.885185008937563,1.7844296162041577,1763108883355.0671,1763108883795.0906,walk and stop
46.77777777777778,26.869023883357663,0.23123251025240382,0.06260012861936357,3.223839739371828,0.11413506422690517,0.17909698970352272,0.11938117780524532,6.678730178705414,25.474616491730384,7.853178273453046,294.65715268479823,1175.0419118930229,365.67424739257467,-0.12757650165849227,0.09478147136981911,42.960597108263826,24.548995179942548,1763108883852.9348,1763108884302.677,walk and stop
75.11111111111111,14.658141461696674,0.2982338777711962,0.041847712153801835,2.9256483748853768,0.05965283109652613,0.03156821874509788,0.1536309459126386,4.230648379860929,9.791955166492265,2.8399932372096695,137.2190772771848,233.33711659350365,63.84314100891742,-0.5912006347423029,0.22035318289226496,68.85389683830516,16.50811846062124,1763108884344.4194,1763108884796.4617,walk and stop
89.11111111111111,20.52099196216185,0.32857486693805255,0.06421863597062076,2.592686442853385,0.16935880047632854,0.17441163648002023,0.11096515730589139,4.139407513603576,7.628473335417067,1.7512670104151986,123.5611179165092,237.55347904999954,60.53976976171609,-0.9278810155098444,0.10347560179847191,92.43429966881155,34.03451236136392,1763108884854.0005,1763108885297.3506,walk and stop
91.0,16.232683080747925,0.3176920821327922,0.05667704148056672,2.30335651673664,0.10076591830478654,0.3741638007149421,0.13118654855537498,2.590609869473695,4.716051150678254,1.2128340123286518,76.38964945393519,132.48630002607123,27.64539815346949,-0.7493667152132797,0.10758497444443958,112.79310800638359,26.59332699213891,1763108885347.0684,1763108885792.6035,walk and stop
110.88888888888889,25.423632925117353,0.19895756171813322,0.05027911248837056,2.03605068101698,0.093574216788614,0.5331083978662341,0.07461616091360723,3.243742925664657,5.464525998791653,1.6092313038405859,105.18025095463409,172.42316703908475,44.34296291986139,-0.25602921728662087,0.09436817570996026,117.8173082416991,41.46655130059931,1763108885844.5906,1763108886279.467,walk and stop
66.71428571428571,25.486691204850988,0.16358536531685683,0.07399729642119232,2.016303327300837,0.17904460068093325,0.7434334509819129,0.3314719998658775,7.8345652261438605,16.44448621881954,4.586766501742082,251.4925126243327,483.8785601448722,156.7984586005949,-0.06830497753023149,0.23447766039011497,59.05758991779802,25.19559815743766,1763108886333.5618,1763108886763.813,walk and stop
61.2,7.190271204899019,0.3324653045824644,0.11998903987070032,2.170255763339904,0.23384318575917323,0.33309995114892943,0.6213130372200438,9.8323761832445,24.170408532432223,9.277856637842834,250.83049701052042,463.77902860401343,148.07193873413544,-0.02642530480952095,0.0611610369998251,57.226715364758704,18.67296175672798,1763108886829.7432,1763108887053.208,walk and stop
69.92857142857143,14.177253101165453,0.31139948564648023,0.06412502764888754,2.30112244057295,0.20848296776997585,0.247163000381037,0.22799886549414572,8.062836640475748,18.528054059632513,6.388135666638117,442.42049207158817,989.7310628590685,375.0541264190508,0.5335603177483776,0.11814807669030625,40.47283471079618,11.741999387292857,1763108848745.83,1763108849229.2502,walk and stop
79.8,17.093208527885505,0.11856625115622779,0.08672627910960515,2.7442229560354408,0.1823110327480261,0.05628736425002227,0.1729450144219726,6.0866223655106415,12.12590184004476,3.4579737750448585,250.7604104344636,635.6727204251615,160.12437519166215,0.4828467753708366,0.1422731282291679,49.78741724796584,18.954126387356332,1763108849263.1912,1763108849697.7761,walk and stop
82.66666666666667,30.323258400112607,0.21903366695773163,0.11083953060860224,3.049858144048421,0.20178702758885378,-0.06448507905145558,0.1240528123589226,5.437394461990493,12.512692643494047,3.334072763159969,188.37562151707132,390.09164784726835,96.90517018799655,0.292027128621985,0.19127545638784998,46.114600699205326,14.374774578257682,1763108849761.5054,1763108850209.0112,walk and stop
53.77777777777778,23.53602439760047,0.36634820271921376,0.39579890686963737,3.238533748901495,0.14202284240209115,0.019430771236094223,0.17405413667568312,7.59692270381115,20.302001382010804,5.47507225136708,234.003019991781,414.993434352742,118.42980781079896,0.17633940301971707,0.04322325237282908,35.717170241398776,13.924698055311922,1763108850253.774,1763108850683.224,walk and stop
52.9,22.732502428607958,0.6543667905236454,0.3800161498701811,3.263756326402414,0.18714442715907822,-0.11067149241498764,0.2282890480162308,10.131962290161429,24.66503276854259,7.351248074935991,336.7077057950926,660.1407284849231,194.39407481338634,0.10682663650025559,0.12445047286556433,34.745574083965224,13.201904908225835,1763108850746.203,1763108851235.7764,walk and stop
29.22222222222222,24.329908434773124,0.5762686597610561,0.3860040020453725,3.3200377144397493,0.30840234980667414,0.04227876804352501,0.2696238465240664,13.265769357169017,34.56332645835275,9.790656283299928,434.94397988615594,1104.151884955462,286.88264961072923,0.07782740604079384,0.23226327635059762,20.714660002107536,14.5941410120796,1763108851303.4697,1763108851728.044,walk and stop
22.22222222222222,16.029486718059456,0.9411729954064357,0.44134637698604656,3.5929537068935073,0.3205886026391869,-0.344362361880993,0.18561212993344178,9.572619456476929,27.742824841587478,8.211830820540005,280.67366707226284,851.9848259636625,252.52786021055934,0.0825225034749723,0.09435590769072608,17.636577051584908,9.187173671651703,1763108851787.0425,1763108852222.6646,walk and stop
10.125,5.514591035218684,0.7752513990739397,0.465337004413869,3.4914101256088963,0.2869539671515284,-0.23288717181228744,0.2186070790160282,10.50831428967483,26.963663936841076,7.697103842247196,293.63534461876736,647.5928160829885,180.85128655931905,-0.019496875520742054,0.09706784825101951,12.739683740371074,4.449154651208481,1763108852284.4521,1763108852720.7012,walk and stop
4.222222222222222,2.386303510546059,0.8610406526165407,0.7843778027712903,3.4129652324585376,0.9036618821969867,-0.2933784519264765,0.4049672776604093,26.01418909598431,74.28412324596827,23.25704810882359,883.5488717510297,2217.8212698255347,794.8307592891017,0.23182626545110704,0.4305153679544433,9.297518310702785,5.07919430835625,1763108852769.8171,1763108853209.0896,walk and stop
39.111111111111114,18.340150247779082,0.5450845572911445,0.40798784097787577,3.314639395477352,0.3685902675187157,-0.13943605781982676,0.22795615083776405,12.530537042923399,30.477216705310667,10.196822198938515,403.2728397169904,871.7678826435169,285.21117818839696,-0.1289132610521197,0.10149600123413549,32.97750071982922,14.293667436370475,1763108853272.546,1763108853701.4531,walk and stop
62.666666666666664,12.662279942148386,0.3892164178034852,0.11612335924783813,3.22474726248454,0.20175210659803222,-0.6043309958687887,0.4396574216679259,8.138590599673265,18.425234320494983,9.033765686771265,258.8276810983893,437.0993789742502,179.75327157921006,-0.36678287843069746,0.040571929662924916,46.64952372444537,3.4107830031196813,1763108853764.528,1763108853877.2622,walk and stop
29.7,22.47986753618545,-0.10935864968743388,0.3416457948414088,1.3652572481468828,0.8411862995491779,1.1870164011031972,0.2519819647443393,22.40908916989715,48.35672475685621,16.240507718404906,721.1406833733721,1890.296079615593,540.2476642262274,0.001804802136394051,0.2271525805811885,22.285832797743605,15.196605914724788,1763108837383.73,1763108837873.006,walk and stop
